Operators,Sample,PCY,Problem,BestRule,Step
1,1,1,-1,-1
1,1,2,21,60
1,1,3,22,60
1,1,4,15,20
1,1,5,16,20
1,2,1,17,20
1,2,2,-1,-1
1,2,3,34,36
1,2,4,16,25
1,2,5,16,25
1,3,1,20,29
1,3,2,15,40
1,3,3,-1,-1
1,3,4,17,20
1,3,5,18,44
1,4,1,17,24
1,4,2,21,60
1,4,3,22,63
1,4,4,-1,-1
1,4,5,18,20
1,5,1,17,24
1,5,2,21,60
1,5,3,22,63
1,5,4,18,20
1,5,5,-1,-1
2,1,1,-1,-1
2,1,2,21,60
2,1,3,42,60
2,1,4,15,20
2,1,5,15,20
2,2,1,18,20
2,2,2,-1,-1
2,2,3,28,26
2,2,4,15,24
2,2,5,15,20
2,3,1,18,20
2,3,2,21,90
2,3,3,-1,-1
2,3,4,15,20
2,3,5,15,20
2,4,1,19,45
2,4,2,21,60
2,4,3,41,60
2,4,4,-1,-1
2,4,5,21,20
2,5,1,26,60
2,5,2,21,60
2,5,3,28,62
2,5,4,21,20
2,5,5,-1,-1
3,1,1,-1,-1
3,1,2,15,40
3,1,3,13,20
3,1,4,16,20
3,1,5,15,20
3,2,1,18,20
3,2,2,-1,-1
3,2,3,25,26
3,2,4,16,20
3,2,5,15,22
3,3,1,19,44
3,3,2,21,90
3,3,3,-1,-1
3,3,4,20,48
3,3,5,21,20
3,4,1,17,28
3,4,2,21,60
3,4,3,40,60
3,4,4,-1,-1
3,4,5,17,20
3,5,1,18,28
3,5,2,21,60
3,5,3,40,60
3,5,4,19,21
3,5,5,-1,-1
4,1,1,-1,-1
4,1,2,21,60
4,1,3,20,60
4,1,4,15,20
4,1,5,18,20
4,2,1,15,36
4,2,2,-1,-1
4,2,3,40,75
4,2,4,15,24
4,2,5,16,25
4,3,1,19,44
4,3,2,21,90
4,3,3,-1,-1
4,3,4,22,44
4,3,5,21,20
4,4,1,18,24
4,4,2,21,60
4,4,3,40,60
4,4,4,-1,-1
4,4,5,17,20
4,5,1,18,24
4,5,2,21,60
4,5,3,40,60
4,5,4,19,21
4,5,5,-1,-1
5,1,1,-1,-1
5,1,2,21,60
5,1,3,40,80
5,1,4,15,20
5,1,5,17,20
5,2,1,16,29
5,2,2,-1,-1
5,2,3,25,26
5,2,4,16,20
5,2,5,17,21
5,3,1,20,38
5,3,2,21,90
5,3,3,-1,-1
5,3,4,18,34
5,3,5,15,28
5,4,1,20,28
5,4,2,21,60
5,4,3,40,68
5,4,4,-1,-1
5,4,5,15,20
5,5,1,20,28
5,5,2,21,60
5,5,3,40,68
5,5,4,19,21
5,5,5,-1,-1
