@relation Actions
@attribute global_optimality real
@attribute medium_size_Rules real
@attribute medium_size_Programs real
@attribute best_Rule_Ratio real
@attribute best_Program_Ratio real
@attribute rule_name {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105}
@attribute size real
@attribute arity real
@attribute action {1,2,3,4,5,6}
@attribute prev1 {0,1,2,3,4,5,6}
@attribute prev2 {0,1,2,3,4,5,6}
@attribute prev3 {0,1,2,3,4,5,6}
@attribute cob real
@attribute cobNeg real
@attribute PrevOps real
@attribute vars real
@attribute cons real
@attribute func real
@attribute struc real
@attribute rec real
@attribute class real
@data
0.49128,0.00000,0.00000,0.00000,0.00000,0,42.03910,1,3,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,13.50978,1,4,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,16.67970,1,4,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,19.84963,1,4,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,23.01955,1,4,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,26.18948,1,4,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,29.35940,1,4,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,32.52933,1,4,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,35.69925,1,4,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,38.86918,1,4,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,42.03910,1,4,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,13.50978,1,5,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,16.67970,1,5,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,19.84963,1,5,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,23.01955,1,5,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,26.18948,1,5,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,29.35940,1,5,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,32.52933,1,5,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,35.69925,1,5,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,38.86918,1,5,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,42.03910,1,5,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,13.50978,1,6,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,16.67970,1,6,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,19.84963,1,6,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,23.01955,1,6,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,26.18948,1,6,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,29.35940,1,6,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,32.52933,1,6,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,35.69925,1,6,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,38.86918,1,6,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,0.90000
0.49128,0.00000,0.00000,0.00000,0.00000,0,42.03910,1,6,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,0.90000
0.49128,27.77444,0.00000,0.00000,0.00000,0,26.18948,1,3,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,0.92950
0.49128,27.77444,0.00000,0.00000,0.00000,0,13.50978,1,4,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,1.00038
0.49128,25.64239,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,0.98413
0.50282,25.64239,0.00000,0.00000,0.00000,0,29.35940,1,3,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.91178
0.50282,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.05020
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,0.98413
0.52345,23.86569,0.00000,0.00000,0.00000,0,29.35940,1,6,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.91178
0.52345,23.86569,0.00000,0.00000,0.00000,0,29.35940,1,5,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.91178
0.52345,23.86569,0.00000,0.00000,0.00000,0,26.18948,1,4,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,0.92950
0.52345,23.86569,0.00000,0.00000,0.00000,0,16.67970,1,4,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,0.98266
0.52345,23.86569,0.00000,0.00000,0.00000,0,32.52933,1,5,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,0.89406
0.52345,23.86569,0.00000,0.00000,0.00000,0,38.86918,1,3,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,0.85862
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,0.98413
0.52345,23.86569,0.00000,0.00000,0.00000,0,42.03910,1,4,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,0.84090
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.05020
0.52345,23.86569,0.00000,0.00000,0.00000,0,35.69925,1,6,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,0.87634
0.52345,23.86569,0.00000,0.00000,0.00000,0,13.50978,1,3,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,1.00038
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,0.98413
0.52345,23.86569,0.00000,0.00000,0.00000,0,29.35940,1,4,0,0,0,1.00000,0.00000,0,0.00000,8.00000,0.00000,1.00000,0.00000,0.91178
0.52345,23.86569,0.00000,0.00000,0.00000,0,19.84963,1,6,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,0.96494
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.14396
0.52345,23.86569,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.14281
0.52345,22.54093,0.00000,0.00000,0.00000,0,6.64386,1,1,0,0,0,0.00000,0.00000,1,2.00000,0.00000,2.00000,0.00000,0.00000,1.12847
0.53878,21.44300,0.00000,0.00000,0.00000,0,7.16993,1,1,0,0,0,0.00000,10.00000,1,2.00000,0.00000,2.00000,0.00000,0.00000,1.12439
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.13980
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.13702
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.13290
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.13121
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.12952
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,1,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.12406
0.55148,21.44300,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.04932
0.55148,21.44300,0.00000,0.00000,0.00000,0,13.50978,1,6,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,1.06557
0.55148,21.44300,0.00000,0.00000,0.00000,0,13.50978,1,5,0,0,0,1.00000,0.00000,0,0.00000,3.00000,0.00000,1.00000,0.00000,1.06507
0.55148,21.44300,0.00000,0.00000,0.00000,0,16.67970,1,3,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,1.04636
0.55148,21.44300,0.00000,0.00000,0.00000,0,16.67970,1,5,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,1.04636
0.55148,21.44300,0.00000,0.00000,0.00000,0,16.67970,1,6,0,0,0,1.00000,0.00000,0,0.00000,4.00000,0.00000,1.00000,0.00000,1.04620
0.55148,21.73137,0.00000,0.00000,0.00000,0,25.76849,1,5,0,0,0,0.00000,0.00000,1,3.00000,2.00000,5.00000,0.00000,0.00000,0.98593
0.54773,20.82128,0.00000,0.00000,0.00000,0,7.16993,1,4,0,0,0,0.00000,10.00000,1,2.00000,0.00000,2.00000,0.00000,0.00000,1.09648
0.55828,20.82128,0.00000,0.00000,0.00000,0,4.32193,1,4,0,0,0,0.00000,0.00000,1,2.00000,0.00000,1.00000,0.00000,0.00000,1.11312
0.55828,20.01826,0.00000,0.00000,0.00000,0,7.16993,1,3,0,0,0,0.00000,10.00000,1,2.00000,0.00000,2.00000,0.00000,0.00000,1.14277
0.57309,19.40423,0.00000,0.00000,0.00000,0,8.96578,1,1,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.22506
0.57987,18.89637,0.00000,0.00000,0.00000,0,9.75489,1,1,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.28246
0.59096,18.47265,0.00000,0.00000,0.00000,0,10.42206,1,1,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.23773
0.59530,18.08929,0.00000,0.00000,0.00000,0,10.42206,1,1,0,0,0,5.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.19613
0.59591,18.43835,0.00000,0.00000,0.00000,0,25.76849,1,5,0,0,0,0.00000,10.00000,1,3.00000,2.00000,5.00000,0.00000,0.00000,1.08935
0.58893,18.75705,0.00000,0.00000,0.00000,0,25.76849,1,6,0,0,0,0.00000,0.00000,1,3.00000,2.00000,5.00000,0.00000,0.00000,1.10788
0.58486,18.75705,0.00000,0.00000,0.00000,0,7.16993,1,2,0,0,0,0.00000,0.00000,1,2.00000,0.00000,2.00000,0.00000,0.00000,1.21492
0.58486,18.75705,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,0.00000,10.00000,1,2.00000,0.00000,1.00000,0.00000,0.00000,1.16579
0.58486,18.75705,0.00000,0.00000,0.00000,0,4.32193,1,3,0,0,0,0.00000,0.00000,1,2.00000,0.00000,1.00000,0.00000,0.00000,1.23186
0.58486,19.04919,0.00000,0.00000,0.00000,0,25.76849,1,6,0,0,0,0.00000,10.00000,1,3.00000,2.00000,5.00000,0.00000,0.00000,1.06090
0.57783,19.04919,0.00000,0.00000,0.00000,0,19.84963,1,3,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,1.13528
0.57783,19.04919,0.00000,0.00000,0.00000,0,19.84963,1,5,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,1.13528
0.57783,19.04919,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.15447
0.57783,19.04919,0.00000,0.00000,0.00000,0,19.84963,1,4,0,0,0,1.00000,0.00000,0,0.00000,5.00000,0.00000,1.00000,0.00000,1.13425
0.57783,19.04919,0.00000,0.00000,0.00000,0,23.01955,1,4,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,1.11448
0.57783,19.04919,0.00000,0.00000,0.00000,0,23.01955,1,3,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,1.11448
0.57783,19.04919,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.15139
0.57783,19.04919,0.00000,0.00000,0.00000,0,23.01955,1,6,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,1.11448
0.57783,19.04919,0.00000,0.00000,0.00000,0,23.01955,1,5,0,0,0,1.00000,0.00000,0,0.00000,6.00000,0.00000,1.00000,0.00000,1.11382
0.57783,19.48124,0.00000,0.00000,0.00000,0,29.85043,1,5,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.06137
0.57258,19.48124,0.00000,0.00000,0.00000,0,42.03910,1,3,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,1.11820
0.57258,19.48124,0.00000,0.00000,0.00000,0,42.03910,1,5,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,1.11820
0.57258,19.48124,0.00000,0.00000,0.00000,0,42.03910,1,6,0,0,0,1.00000,0.00000,0,0.00000,12.00000,0.00000,1.00000,0.00000,1.11612
0.57258,19.48124,0.00000,0.00000,0.00000,0,38.86918,1,4,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,1.12968
0.57258,19.48124,0.00000,0.00000,0.00000,0,38.86918,1,6,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,1.12968
0.57258,19.48124,0.00000,0.00000,0.00000,0,38.86918,1,5,0,0,0,1.00000,0.00000,0,0.00000,11.00000,0.00000,1.00000,0.00000,1.12806
0.57258,19.24079,0.00000,0.00000,0.00000,0,13.22942,1,1,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26508
0.57535,18.94623,0.00000,0.00000,0.00000,0,11.28771,1,1,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.28154
0.57876,18.94623,0.00000,0.00000,0.00000,0,35.69925,1,3,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,1.15229
0.57876,18.94623,0.00000,0.00000,0.00000,0,35.69925,1,5,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,1.15229
0.57876,18.94623,0.00000,0.00000,0.00000,0,35.69925,1,4,0,0,0,1.00000,0.00000,0,0.00000,10.00000,0.00000,1.00000,0.00000,1.15127
0.57876,18.71029,0.00000,0.00000,0.00000,0,12.33985,1,1,0,0,0,5.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.24685
0.57949,18.71029,0.00000,0.00000,0.00000,0,32.52933,1,3,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,1.16509
0.57949,18.71029,0.00000,0.00000,0.00000,0,32.52933,1,6,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,1.16509
0.57949,18.71029,0.00000,0.00000,0.00000,0,32.52933,1,4,0,0,0,1.00000,0.00000,0,0.00000,9.00000,0.00000,1.00000,0.00000,1.16509
0.57949,18.71029,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.25497
0.57949,18.52129,0.00000,0.00000,0.00000,0,13.22942,1,1,0,0,0,0.00000,5.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26714
0.58173,18.52129,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.25087
0.58173,18.52129,0.00000,0.00000,0.00000,0,26.18948,1,5,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,1.19208
0.58173,18.52129,0.00000,0.00000,0.00000,0,4.32193,1,2,0,0,0,1.00000,0.00000,0,2.00000,0.00000,1.00000,0.00000,0.00000,1.24671
0.58173,18.52129,0.00000,0.00000,0.00000,0,26.18948,1,6,0,0,0,1.00000,0.00000,0,0.00000,7.00000,0.00000,1.00000,0.00000,1.19381
0.58173,18.43847,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.23342
0.58271,18.28271,0.00000,0.00000,0.00000,0,13.60964,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.24839
0.58455,18.17777,0.00000,0.00000,0.00000,0,14.92481,1,1,0,0,0,0.00000,4.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.23941
0.58580,18.11289,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.32122
0.59228,18.43129,0.00000,0.00000,0.00000,0,28.93841,1,6,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.13862
0.58831,18.43129,0.00000,0.00000,0.00000,0,6.64386,1,3,0,0,0,0.00000,0.00000,2,2.00000,0.00000,2.00000,0.00000,0.00000,1.26788
0.58831,18.73149,0.00000,0.00000,0.00000,0,28.93841,1,5,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.13373
0.58458,18.73149,0.00000,0.00000,0.00000,0,10.42206,1,4,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.24072
0.58458,18.48214,0.00000,0.00000,0.00000,0,9.75489,1,4,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.24608
0.58739,18.48214,0.00000,0.00000,0.00000,0,6.64386,1,4,0,0,0,0.00000,0.00000,2,2.00000,0.00000,2.00000,0.00000,0.00000,1.26736
0.58739,18.48214,0.00000,0.00000,0.00000,0,7.16993,1,2,0,0,0,0.00000,0.00000,2,2.00000,0.00000,2.00000,0.00000,0.00000,1.26423
0.58739,18.48214,0.00000,0.00000,0.00000,0,9.75489,1,2,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.30064
0.58739,18.26430,0.00000,0.00000,0.00000,0,10.42206,1,3,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.17937
0.58626,18.56920,0.00000,0.00000,0.00000,0,29.85043,1,5,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.13295
