@relation Actions
@attribute global_optimality real
@attribute medium_size_Rules real
@attribute medium_size_Programs real
@attribute best_Rule_Ratio real
@attribute best_Program_Ratio real
@attribute rule_name {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105}
@attribute size real
@attribute arity real
@attribute action {1,2,3,4,5,6}
@attribute prev1 {0,1,2,3,4,5,6}
@attribute prev2 {0,1,2,3,4,5,6}
@attribute prev3 {0,1,2,3,4,5,6}
@attribute cob real
@attribute cobNeg real
@attribute PrevOps real
@attribute vars real
@attribute cons real
@attribute func real
@attribute struc real
@attribute rec real
@attribute class real
@data
0.58259,18.56920,0.00000,0.00000,0.00000,0,7.16993,1,2,0,0,0,5.00000,0.00000,2,2.00000,0.00000,2.00000,0.00000,0.00000,1.31129
0.58259,18.36030,0.00000,0.00000,0.00000,0,10.42206,1,4,0,0,0,5.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.18136
0.58165,18.64755,0.00000,0.00000,0.00000,0,29.85043,1,5,0,0,0,5.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.15090
0.57910,18.43066,0.00000,0.00000,0.00000,0,9.75489,1,2,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.25151
0.58170,18.22409,0.00000,0.00000,0.00000,0,9.75489,1,3,0,0,0,5.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.25493
0.58418,18.08725,0.00000,0.00000,0.00000,0,12.33985,1,1,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.29113
0.58582,17.97685,0.00000,0.00000,0.00000,0,13.22942,1,1,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.29051
0.58716,17.87135,0.00000,0.00000,0.00000,0,13.22942,1,1,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.29390
0.58843,17.78719,0.00000,0.00000,0.00000,0,14.00000,1,1,0,0,0,0.00000,10.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.29176
0.58945,17.70661,0.00000,0.00000,0.00000,0,14.00000,1,1,0,0,0,0.00000,10.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.29204
0.59042,17.73031,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.25940
0.59016,17.69360,0.00000,0.00000,0.00000,0,15.93157,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.27544
0.59061,17.68992,0.00000,0.00000,0.00000,0,17.50978,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.26376
0.59067,17.71255,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,9.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.19130
0.58810,17.71255,0.00000,0.00000,0.00000,0,10.42206,1,2,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.29267
0.58810,17.71255,0.00000,0.00000,0.00000,0,9.75489,1,2,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.29664
0.58810,17.71255,0.00000,0.00000,0.00000,0,12.33985,1,2,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.25265
0.58810,17.71255,0.00000,0.00000,0.00000,0,9.75489,1,2,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.29460
0.58810,17.71255,0.00000,0.00000,0.00000,0,9.75489,1,2,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.29460
0.58810,17.71255,0.00000,0.00000,0.00000,0,12.33985,1,2,0,0,0,5.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.27866
0.58810,17.71255,0.00000,0.00000,0.00000,0,10.42206,1,2,0,0,0,0.00000,10.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.22284
0.58810,17.71255,0.00000,0.00000,0.00000,0,10.42206,1,2,0,0,0,0.00000,10.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.22284
0.58810,17.71255,0.00000,0.00000,0.00000,0,10.42206,1,2,0,0,0,0.00000,5.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.25359
0.58810,17.71255,0.00000,0.00000,0.00000,0,25.76849,1,1,0,0,0,0.00000,4.00000,2,3.00000,2.00000,5.00000,0.00000,0.00000,1.17002
0.58810,17.71255,0.00000,0.00000,0.00000,0,25.76849,1,1,0,0,0,0.00000,0.00000,2,3.00000,2.00000,5.00000,0.00000,0.00000,1.19645
0.58810,17.69885,0.00000,0.00000,0.00000,0,17.00000,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.32190
0.59034,17.66749,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.27240
0.59073,17.61670,0.00000,0.00000,0.00000,0,14.92481,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.27854
0.59135,17.66176,0.00000,0.00000,0.00000,0,20.09474,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.24618
0.59083,17.67232,0.00000,0.00000,0.00000,0,18.25350,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.25648
0.59072,17.66053,0.00000,0.00000,0.00000,0,17.00000,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.31450
0.59272,17.63253,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.26259
0.59303,17.83961,0.00000,0.00000,0.00000,0,29.85043,1,6,0,0,0,5.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.20391
0.59158,18.03979,0.00000,0.00000,0.00000,0,29.85043,1,6,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.16953
0.58917,18.03979,0.00000,0.00000,0.00000,0,10.42206,1,3,0,0,0,0.00000,0.00000,2,2.00000,0.00000,3.00000,0.00000,0.00000,1.24850
0.58917,18.23341,0.00000,0.00000,0.00000,0,29.85043,1,6,0,0,0,0.00000,0.00000,2,3.00000,2.00000,6.00000,0.00000,0.00000,1.16663
0.58683,18.23341,0.00000,0.00000,0.00000,0,14.00000,1,3,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.25839
0.58683,18.13835,0.00000,0.00000,0.00000,0,12.33985,1,4,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26868
0.58793,18.39227,0.00000,0.00000,0.00000,0,34.13488,1,6,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.13887
0.58488,18.39227,0.00000,0.00000,0.00000,0,13.22942,1,4,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26108
0.58488,18.31160,0.00000,0.00000,0.00000,0,13.22942,1,4,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26145
0.58581,18.23341,0.00000,0.00000,0.00000,0,13.22942,1,4,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.30818
0.58815,18.44364,0.00000,0.00000,0.00000,0,32.10834,1,6,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.14689
0.58560,18.44364,0.00000,0.00000,0.00000,0,8.96578,1,4,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.28281
0.58560,18.35254,0.00000,0.00000,0.00000,0,12.33985,1,3,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26316
0.58664,18.38523,0.00000,0.00000,0.00000,0,20.57542,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.23227
0.58621,18.35119,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.25842
0.58657,18.31813,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.25889
0.58692,18.28599,0.00000,0.00000,0.00000,0,16.03677,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.25880
0.58726,18.29375,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.24135
0.58712,18.30129,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.24137
0.58699,18.29059,0.00000,0.00000,0.00000,0,17.50978,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.24833
0.58708,18.34911,0.00000,0.00000,0.00000,0,22.67970,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.21526
0.58635,18.35562,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.23743
0.58623,18.36197,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.23745
0.58612,18.36815,0.00000,0.00000,0.00000,0,18.84413,1,1,0,0,0,0.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.23670
0.58601,18.40971,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.21836
0.58549,18.45023,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.21802
0.58497,18.48976,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.25870
0.58550,18.52831,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.21470
0.58500,18.54719,0.00000,0.00000,0.00000,0,20.09474,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.22374
0.58473,18.58414,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.21430
0.58425,18.75577,0.00000,0.00000,0.00000,0,33.17236,1,5,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.14498
0.58217,18.69151,0.00000,0.00000,0.00000,0,13.22942,1,3,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.26272
0.58289,18.86902,0.00000,0.00000,0.00000,0,34.13488,1,5,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.13833
0.58074,18.84778,0.00000,0.00000,0.00000,0,17.00000,1,1,0,0,0,5.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.20326
0.58016,18.82702,0.00000,0.00000,0.00000,0,17.00000,1,1,0,0,0,0.00000,0.00000,4,2.00000,0.00000,5.00000,0.00000,0.00000,1.23904
0.58038,18.98641,0.00000,0.00000,0.00000,0,33.17236,1,5,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.14074
0.57846,18.92315,0.00000,0.00000,0.00000,0,13.22942,1,3,0,0,0,0.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.25842
0.57918,19.06646,0.00000,0.00000,0.00000,0,32.10834,1,5,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.13275
0.57745,19.07650,0.00000,0.00000,0.00000,0,20.00000,1,1,0,0,0,5.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.14861
0.57671,19.08633,0.00000,0.00000,0.00000,0,20.00000,1,1,0,0,0,5.00000,0.00000,5,2.00000,0.00000,6.00000,0.00000,0.00000,1.14752
0.57598,19.12644,0.00000,0.00000,0.00000,0,22.89735,1,1,0,0,0,0.00000,0.00000,8,2.00000,0.00000,9.00000,0.00000,0.00000,1.15660
0.57549,19.15275,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,0.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.16209
0.57516,19.18911,0.00000,0.00000,0.00000,0,22.67970,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.15393
0.57472,19.25110,0.00000,0.00000,0.00000,0,25.26466,1,1,0,0,0,0.00000,0.00000,8,2.00000,0.00000,9.00000,0.00000,0.00000,1.13501
0.57397,19.30370,0.00000,0.00000,0.00000,0,24.45884,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.13817
0.57333,19.35526,0.00000,0.00000,0.00000,0,24.45884,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.13691
0.57271,19.40579,0.00000,0.00000,0.00000,0,24.45884,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.13568
0.57209,19.45533,0.00000,0.00000,0.00000,0,24.45884,1,1,0,0,0,0.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.13448
0.57149,19.50390,0.00000,0.00000,0.00000,0,24.45884,1,1,0,0,0,4.00000,0.00000,7,2.00000,0.00000,8.00000,0.00000,0.00000,1.10175
0.57030,19.52455,0.00000,0.00000,0.00000,0,21.65148,1,1,0,0,0,0.00000,8.00000,6,2.00000,0.00000,7.00000,0.00000,0.00000,1.14262
0.57005,19.52455,0.00000,0.00000,0.00000,0,8.96578,1,3,0,0,0,0.00000,0.00000,3,2.00000,0.00000,3.00000,0.00000,0.00000,1.20781
0.57005,19.65453,0.00000,0.00000,0.00000,0,33.17236,1,6,0,0,0,0.00000,0.00000,3,3.00000,2.00000,7.00000,0.00000,0.00000,1.06145
0.56850,19.65453,0.00000,0.00000,0.00000,0,13.22942,1,4,0,0,0,5.00000,0.00000,3,2.00000,0.00000,4.00000,0.00000,0.00000,1.17771
